"id","foId","afaId","farmerId","area","commodity","cbReference","problem","plan","status","createdAt","updatedAt","accurateInvoiceNo","rejectReason","snapshotAreaId","warehouseSource"
"cmofmcii40001lb04c8n3wx8i","cmn2ut493000fjy0417cppvuq",,"cmofiplex0013l204y5lcw5o6","TGH4","Tropong, kentang",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2026-02-20 00:00:00","2026-04-26 10:21:54.22",,,,"MAIN"
"cmofmcikj0005lb04beo670r1","cmn2ut490000djy043kfw99u4",,"cmofiplj1002ll204ajujewwi","TGH3","Padi",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2026-02-21 00:00:00","2026-04-26 10:21:54.307",,,,"MAIN"
"cmofmcikq0009lb04fe6n7vns","cmn2ut48r0009jy04hylrc57r",,"cmofiq21h02wml204insn62fi","TGH2","Jagung",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2026-02-21 00:00:00","2026-04-26 10:21:54.315",,,,"MAIN"
"cmofmcikx000dlb04wbcrm2bv","cmn2ut48j0007jy040a1gsnei",,"cmofipljx002yl204axzktlla","TGH2","Padi",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2026-02-21 00:00:00","2026-04-26 10:21:54.322",,,,"MAIN"
"cmofmcil5000hlb04bogj0wce","cmn2ut48r0009jy04hylrc57r",,"cmofiplkv0036l2047qb1ucc3","TGH2","Cabai",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2026-02-21 00:00:00","2026-04-26 10:21:54.329",,,,"MAIN"
"cmofmcilc000llb04xn3dnw7d","cmn2ut48r0009jy04hylrc57r",,"cmofipllk003fl204fy49wh0r","TGH2","Cabai",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2026-02-22 00:00:00","2026-04-26 10:21:54.337",,,,"MAIN"
"cmofmcilj000plb04mdogkft9","cmn2ut48r0009jy04hylrc57r",,"cmofiplkv0036l2047qb1ucc3","TGH2","Cabai",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2026-02-22 00:00:00","2026-04-26 10:21:54.343",,,,"MAIN"
"cmofmcilp000tlb04qbtwdgn4","cmn2ut48r0009jy04hylrc57r",,"cmofiplkn0033l204mm8d35sd","TGH2","Cabai",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2026-02-22 00:00:00","2026-04-26 10:21:54.35",,,,"MAIN"
"cmofmcilv000xlb04filcggtt","cmn2ut48r0009jy04hylrc57r",,"cmofiq21h02wml204insn62fi","TGH2","Jagung",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2026-02-22 00:00:00","2026-04-26 10:21:54.355",,,,"MAIN"
"cmofmcim10011lb048ue3umv5","cmn2ut48j0007jy040a1gsnei",,"cmofiplgl001ol204u0lc2h0v","TGH2","Padi",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2026-02-23 00:00:00","2026-04-26 10:21:54.361",,,,"MAIN"
"cmofmcim70015lb046o2qn818","cmn2ut48r0009jy04hylrc57r",,"cmofiq37h033pl2041scx5qrh","TGH2","melon",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2026-02-23 00:00:00","2026-04-26 10:21:54.367",,,,"MAIN"
"cmofmcimc0019lb04liz3wa2w","cmn2ut48r0009jy04hylrc57r",,"cmofiplo40049l2045cr3vwrb","TGH2","Padi",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2026-02-23 00:00:00","2026-04-26 10:21:54.373",,,,"MAIN"
"cmofmcimi001dlb047tcfxy0z","cmn2ut48r0009jy04hylrc57r",,"cmofiploc004cl204bw5ma616","TGH2","Padi",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2026-02-23 00:00:00","2026-04-26 10:21:54.378",,,,"MAIN"
"cmofmcimo001hlb0432i60e3u","cmn2ut48r0009jy04hylrc57r",,"cmofiplly003il204pixtvr02","TGH2","Padi",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2026-02-23 00:00:00","2026-04-26 10:21:54.385",,,,"MAIN"
"cmofmcimu001llb04atdr9nxg","cmn2ut48r0009jy04hylrc57r",,"cmofiplp9004ol204rlbephqi","TGH2","Jagung",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2026-02-24 00:00:00","2026-04-26 10:21:54.39",,,,"MAIN"
"cmofmcin0001plb04vmyi8zeh","cmn2ut48v000bjy04dn3fav4n",,"cmofiplq40050l204yx5tozwi","TGH1","Jagung",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2026-02-24 00:00:00","2026-04-26 10:21:54.397",,,,"MAIN"
"cmofmcin6001tlb04a16jevmd","cmmu0cnp40006zfy02oc00oz1",,"cmofipnxe00ixl204hk2j1eay","TGH1","Padi",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2026-02-24 00:00:00","2026-04-26 10:21:54.403",,,,"MAIN"
"cmofmcind001xlb04jpl7rbef","cmn2ut48r0009jy04hylrc57r",,"cmofm58g10000li04hicb03z0","TGH2","melon",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2026-02-25 00:00:00","2026-04-26 10:21:54.409",,,,"MAIN"
"cmofmcinj0021lb04ahi6td1d","cmn2ut490000djy043kfw99u4",,"cmofm58g70001li04uzf2ibdc","TGH3","Padi",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2026-02-25 00:00:00","2026-04-26 10:21:54.415",,,,"MAIN"
"cmofmcinp0025lb04ye33edhp","cmn2ut49f000ljy04iv28asey",,"cmofm58ga0002li041xqbzwrm","TGH3","Padi",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2026-02-25 00:00:00","2026-04-26 10:21:54.422",,,,"MAIN"
"cmofmcj490029lb04ig2z0j73","cmn2ut48c0003jy049ql53sdt",,"cmofiq2ac02zzl204aot92zny","TGH2","Padi",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2026-02-25 00:00:00","2026-04-26 10:21:55.017",,,,"MAIN"
"cmofmcj4f002dlb04imfxt98q","cmn2ut48c0003jy049ql53sdt",,"cmofm58we0003li048o00paa6","TGH2","Padi",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2026-02-25 00:00:00","2026-04-26 10:21:55.024",,,,"MAIN"
"cmofmcj4m002hlb0492h6mf9c","cmn2ut48c0003jy049ql53sdt",,"cmofipoys00o0l2047qb5uq7n","TGH2","Padi",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2026-02-25 00:00:00","2026-04-26 10:21:55.03",,,,"MAIN"
"cmofmcj4t002llb045u7y8g9l","cmn2ut48j0007jy040a1gsnei",,"cmofipm9m0066l204qhlxgso6","TGH2","Padi",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2026-02-25 00:00:00","2026-04-26 10:21:55.038",,,,"MAIN"
"cmofmcj50002plb04494i9yi1","cmn2ut48r0009jy04hylrc57r",,"cmofipzw302lml2043l53jcsp","TGH2","Padi",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2026-02-25 00:00:00","2026-04-26 10:21:55.044",,,,"MAIN"
"cmofmcj5a002tlb04de8hi9jl","cmn2ut49m000pjy04tvucyl37",,"cmofm58wj0004li04zff5z2pl","TGH1","durian",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2026-02-25 00:00:00","2026-04-26 10:21:55.054",,,,"MAIN"
"cmofmcj5g002xlb04qiq2l0vi","cmn2ut49j000njy041wql3gda",,"cmofm58wj0004li04zff5z2pl","TGH1","Durian",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2026-02-25 00:00:00","2026-04-26 10:21:55.06",,,,"MAIN"
"cmofmcj5m0031lb04lb8ixgt6","cmn2ut49t000tjy04sn5nl6nl",,"cmofm58wo0005li04imkl6p6k","TGH1","Durian",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2026-02-25 00:00:00","2026-04-26 10:21:55.066",,,,"MAIN"
"cmofmcj5t0035lb04ovumq629","cmn2ut48r0009jy04hylrc57r",,"cmofipyvq02eel204dkpqjzzj","TGH2","Padi",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2026-02-26 00:00:00","2026-04-26 10:21:55.074",,,,"MAIN"
"cmofmcj600039lb04az1kdo58","cmn2ut48v000bjy04dn3fav4n",,"cmofipmbw0070l204j19fjoil","TGH1","Padi",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2026-02-26 00:00:00","2026-04-26 10:21:55.081",,,,"MAIN"
"cmofmcj67003dlb04snhkboo5","cmn2ut48j0007jy040a1gsnei",,"cmofiq6id03opl204gl6wt98b","TGH2","Padi",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2026-02-26 00:00:00","2026-04-26 10:21:55.087",,,,"MAIN"
"cmofmcj6d003hlb046cr2b588","cmn2ut48c0003jy049ql53sdt",,"cmofiplnw0046l2040yocn620","TGH2","Padi",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2026-02-27 00:00:00","2026-04-26 10:21:55.094",,,,"MAIN"
"cmofmcj6j003llb04kww9pusw","cmn2ut49m000pjy04tvucyl37",,"cmofipmj9009ll204ozt4wrfq","TGH1","Cabai",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2026-02-27 00:00:00","2026-04-26 10:21:55.1",,,,"MAIN"
"cmofmcj6p003plb04k5clwior","cmn2ut49m000pjy04tvucyl37",,"cmofipmj0009il204jcywuek1","TGH1","Padi",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2026-02-27 00:00:00","2026-04-26 10:21:55.106",,,,"MAIN"
"cmofmcj6v003tlb04esxnehiy","cmn2ut49t000tjy04sn5nl6nl",,"cmofipmj9009ll204ozt4wrfq","TGH1","Cabai",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2026-02-27 00:00:00","2026-04-26 10:21:55.111",,,,"MAIN"
"cmofmcj71003xlb04p48surq3","cmn2ut49t000tjy04sn5nl6nl",,"cmofipmj0009il204jcywuek1","TGH1","Padi",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2026-02-27 00:00:00","2026-04-26 10:21:55.117",,,,"MAIN"
"cmofmcj760041lb04mgsue8er","cmn2ut48r0009jy04hylrc57r",,"cmofiq21h02wml204insn62fi","TGH2","Padi",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2026-02-28 00:00:00","2026-04-26 10:21:55.123",,,,"MAIN"
"cmofmcj7c0045lb04cb5vy9rq","cmn2ut48r0009jy04hylrc57r",,"cmofipmny00bbl204x6m0t153","TGH2","Padi",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2026-03-02 00:00:00","2026-04-26 10:21:55.129",,,,"MAIN"
"cmofmcj7j0049lb04wmm2hk9v","cmn2ut49w000vjy0426qvfk1j",,"cmofipmo500bel2044jwtl75g","TGH1","Padi",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2026-03-02 00:00:00","2026-04-26 10:21:55.135",,,,"MAIN"
"cmofmcjgv004dlb044uiu3h4o","cmn2ut493000fjy0417cppvuq",,"cmofiq1cv02vul204uy97j9vx","TGH4","Seledri",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2026-03-02 00:00:00","2026-04-26 10:21:55.472",,,,"MAIN"
"cmofmcjh3004hlb04v5g5hqf2","cmn2ut48v000bjy04dn3fav4n",,"cmofipmqm00cel204zk8disfg","TGH1","Jagung",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2026-03-02 00:00:00","2026-04-26 10:21:55.479",,,,"MAIN"
"cmofmcjha004llb04zx328y5c","cmn2ut48r0009jy04hylrc57r",,"cmofipmsg00d2l2042cgrubbf","TGH2","Jagung",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2026-03-02 00:00:00","2026-04-26 10:21:55.486",,,,"MAIN"
"cmofmcjhh004plb041unsa1pn","cmn2ut49w000vjy0426qvfk1j",,"cmofipnnn00fhl2043z7brcnj","TGH1","Padi",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2026-03-03 00:00:00","2026-04-26 10:21:55.493",,,,"MAIN"
"cmofmcjhn004tlb04qqz94im9","cmn2ut48j0007jy040a1gsnei",,"cmofipnou00fxl204t4f7p40w","TGH2","Padi",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2026-03-03 00:00:00","2026-04-26 10:21:55.499",,,,"MAIN"
"cmofmcjht004xlb043rbirulz","cmn2ut48r0009jy04hylrc57r",,"cmofipzw302lml2043l53jcsp","TGH2","Cabai",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2026-03-03 00:00:00","2026-04-26 10:21:55.505",,,,"MAIN"
"cmofmcji00051lb049zxqd1u5","cmn2ut48j0007jy040a1gsnei",,"cmofiqap204hkl2047gtab8g0","TGH2","Jagung",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2026-03-03 00:00:00","2026-04-26 10:21:55.512",,,,"MAIN"
"cmofmcji60055lb041l1acgkl","cmn2ut48v000bjy04dn3fav4n",,"cmofipmr100ckl204hzu75gex","TGH1","Jagung",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2026-03-03 00:00:00","2026-04-26 10:21:55.519",,,,"MAIN"
"cmofmcjic0059lb04md0tkn9r","cmn2ut48j0007jy040a1gsnei",,"cmofipmpd00bwl204o4xuxpdu","TGH2","Padi",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2025-12-08 00:00:00","2026-04-26 10:21:55.525",,,,"MAIN"
"cmofmcjij005dlb04m335yupv","cmn2ut493000fjy0417cppvuq",,"cmofipvl801t7l204pyco168g","TGH4","Cabai",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2025-12-08 00:00:00","2026-04-26 10:21:55.531",,,,"MAIN"
"cmofmcjip005hlb04m80am43q","cmn2ut490000djy043kfw99u4",,"cmofm596k0006li04k7ljyzdk","TGH3","Padi",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2025-12-05 00:00:00","2026-04-26 10:21:55.537",,,,"MAIN"
"cmofmcjiu005llb04ojzm2e7q","cmn2ut490000djy043kfw99u4",,"cmofm596n0007li04kbgtcb7a","TGH3","Padi",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2025-11-27 00:00:00","2026-04-26 10:21:55.542",,,,"MAIN"
"cmofmcjj0005plb04avqkv5iq","cmn2ut48v000bjy04dn3fav4n",,"cmofm596q0008li04q0aqeges","TGH1","Padi",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2025-11-27 00:00:00","2026-04-26 10:21:55.548",,,,"MAIN"
"cmofmcjj6005tlb04yeuuldae","cmn2ut4a3000zjy045rbs3ovm",,"cmofm596x0009li04iv8eazhj","TGH2","Cabai",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2025-10-14 00:00:00","2026-04-26 10:21:55.555",,,,"MAIN"
"cmofmcjjc005xlb04pduww0b6","cmmvjyntc0001l704r738ouwy",,"cmofm5970000ali04rdkgnhj6","TGH3","Cabai",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2025-04-24 00:00:00","2026-04-26 10:21:55.561",,,,"MAIN"
"cmofmcjji0061lb04xtrtr1nj","cmn2ut47z0001jy04jtgmlsti",,"cmofm5973000bli04tezq7qxo","TGH2","Padi",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2025-04-26 00:00:00","2026-04-26 10:21:55.566",,,,"MAIN"
"cmofmcjjn0065lb04jiegn5mc","cmn2ut47z0001jy04jtgmlsti",,"cmofm5976000cli04018itwj6","TGH2","Padi",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2025-04-26 00:00:00","2026-04-26 10:21:55.572",,,,"MAIN"
"cmofmcjju0069lb04aatbr2rw","cmn2ut47z0001jy04jtgmlsti",,"cmofipy4302arl2040sc011og","TGH2","Padi",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2025-05-02 00:00:00","2026-04-26 10:21:55.578",,,,"MAIN"
"cmofmcjjz006dlb04vl1dvtqx","cmmvjyntc0001l704r738ouwy",,"cmofm5979000dli04xah97jba","TGH3","Cabai",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2025-05-08 00:00:00","2026-04-26 10:21:55.584",,,,"MAIN"
"cmofmcjtq006hlb041efsu8a5","cmn2ut47z0001jy04jtgmlsti",,"cmofiqbrs04psl204sisk5myr","TGH2","Cabai",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2025-05-08 00:00:00","2026-04-26 10:21:55.934",,,,"MAIN"
"cmofmcjtx006llb04hycspz0c","cmmvjyntc0001l704r738ouwy",,"cmofm59gl000eli04g0iybtq7","TGH3","Cabai",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2025-05-14 00:00:00","2026-04-26 10:21:55.942",,,,"MAIN"
"cmofmcju5006plb04v8io8uht","cmn2ut47z0001jy04jtgmlsti",,"cmofipoz700o6l204g37mrasv","TGH2","Padi",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2025-05-19 00:00:00","2026-04-26 10:21:55.949",,,,"MAIN"
"cmofmcjub006tlb045brm91wh","cmn2ut47z0001jy04jtgmlsti",,"cmofm59gp000fli04tmyoickc","TGH2","Padi",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2025-05-20 00:00:00","2026-04-26 10:21:55.956",,,,"MAIN"
"cmofmcjui006xlb04dwhetluu","cmn2ut47z0001jy04jtgmlsti",,"cmofm59gs000gli04emvpqynx","TGH2","Padi",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2025-05-27 00:00:00","2026-04-26 10:21:55.962",,,,"MAIN"
"cmofmcjuo0071lb04j9n3h4zr","cmmvjyntc0001l704r738ouwy",,"cmofm5970000ali04rdkgnhj6","TGH3","Cabai",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2025-05-27 00:00:00","2026-04-26 10:21:55.968",,,,"MAIN"
"cmofmcjuv0075lb04sjphab3j","cmmvjyntc0001l704r738ouwy",,"cmofm59gw000hli04vt9zppp8","TGH3","Tembakau",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2025-05-28 00:00:00","2026-04-26 10:21:55.976",,,,"MAIN"
"cmofmcjv20079lb04f4noopax","cmmvjyntc0001l704r738ouwy",,"cmofm59h0000ili04c4j24r28","TGH3","Cabai",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2025-05-28 00:00:00","2026-04-26 10:21:55.983",,,,"MAIN"
"cmofmcjvm007flb04863iv7lp","cmmvjyntc0001l704r738ouwy",,"cmofm59h3000jli048ele8m77","TGH3","Cabai",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2025-05-30 00:00:00","2026-04-26 10:21:56.003",,,,"MAIN"
"cmofmcjvu007jlb043p6tonmd","cmmvjyntc0001l704r738ouwy",,"cmofm59h6000kli0478yzm2hb","TGH3","Cabai",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2025-05-30 00:00:00","2026-04-26 10:21:56.01",,,,"MAIN"
"cmofmcjw0007nlb04twiqa43y","cmn2ut4a70011jy04570oy6hc",,"cmofiq6uz03tnl204ab8ho036","TGH2","Padi",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2025-05-30 00:00:00","2026-04-26 10:21:56.017",,,,"MAIN"
"cmofmcjw7007rlb042diijhea","cmn2ut4a70011jy04570oy6hc",,"cmofipnsa00h2l2041inxmynh","TGH2","Padi",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2025-05-31 00:00:00","2026-04-26 10:21:56.023",,,,"MAIN"
"cmofmcjwd007vlb04zwrgfiq3","cmn2ut4a70011jy04570oy6hc",,"cmofm59ha000lli0459u9mghj","TGH2","Padi",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2025-06-04 00:00:00","2026-04-26 10:21:56.029",,,,"MAIN"
"cmofmcjwj007zlb041z1ako5p","cmmvjyntc0001l704r738ouwy",,"cmofm59hd000mli047quf11f1","TGH3","Cabai",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2025-06-04 00:00:00","2026-04-26 10:21:56.036",,,,"MAIN"
"cmofmcjwq0083lb04t7c0azy7","cmn2ut4a70011jy04570oy6hc",,"cmofm59hg000nli04ov1t5p7f","TGH2","Padi",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2025-06-05 00:00:00","2026-04-26 10:21:56.042",,,,"MAIN"
"cmofmcjww0087lb04t1i6o4wf","cmmvjyntc0001l704r738ouwy",,"cmofm59hj000oli040skq9rz8","TGH3","Cabai",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2025-06-05 00:00:00","2026-04-26 10:21:56.049",,,,"MAIN"
"cmofmcjx3008blb04zlt4yss4","cmn2ut4a70011jy04570oy6hc",,"cmofm5976000cli04018itwj6","TGH2","Padi",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2025-06-07 00:00:00","2026-04-26 10:21:56.055",,,,"MAIN"
"cmofmcjx9008flb04a3il5bfg","cmmvjyntc0001l704r738ouwy",,"cmofm59hm000pli042ljo0zfq","TGH3","Cabai",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2025-06-10 00:00:00","2026-04-26 10:21:56.061",,,,"MAIN"
"cmofmcjxg008jlb048gnb3h9z","cmn2ut47z0001jy04jtgmlsti",,"cmofipnz900jll204sz9i4g5z","TGH2","Padi",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2025-06-12 00:00:00","2026-04-26 10:21:56.068",,,,"MAIN"
"cmofmcjxm008nlb0497isjjr1","cmmvjyntc0001l704r738ouwy",,"cmofipnzh00jol2048pxdt8o8","TGH3","Cabai, Tomat",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2025-06-12 00:00:00","2026-04-26 10:21:56.074",,,,"MAIN"
"cmofmck7a008rlb04yzjzr7ui","cmn2ut47z0001jy04jtgmlsti",,"cmofiutsn00hvl504r5f1j2t5","TGH2","Padi",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2025-06-14 00:00:00","2026-04-26 10:21:56.422",,,,"MAIN"
"cmofmck7h008vlb04bechjd56","cmn2ut47z0001jy04jtgmlsti",,"cmofm59ri000qli04faaf9j6j","TGH2","Padi",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2025-06-14 00:00:00","2026-04-26 10:21:56.429",,,,"MAIN"
"cmofmck7o008zlb040o4s6gcb","cmn2ut47z0001jy04jtgmlsti",,"cmofm59rm000rli04dm1cm8fb","TGH2","Jagung",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2025-06-15 00:00:00","2026-04-26 10:21:56.436",,,,"MAIN"
"cmofmck7u0093lb04ms638r0z","cmn2ut47z0001jy04jtgmlsti",,"cmofm59rp000sli04dvye1z3r","TGH2","Kacang Panjang",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2025-06-21 00:00:00","2026-04-26 10:21:56.442",,,,"MAIN"
"cmofmck800097lb04382k272s","cmn2ut47z0001jy04jtgmlsti",,"cmofipo0u00k6l204zjhy1y8l","TGH2","Jagung",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2025-06-21 00:00:00","2026-04-26 10:21:56.449",,,,"MAIN"
"cmofmck87009blb04jeochxzm","cmn2ut47z0001jy04jtgmlsti",,"cmofm59rs000tli041t5axplp","TGH2","Jagung",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2025-06-21 00:00:00","2026-04-26 10:21:56.455",,,,"MAIN"
"cmofmck8d009flb04yiu30jnp","cmn2ut47z0001jy04jtgmlsti",,"cmofm59rw000uli04w6as9pcz","TGH2","Jagung",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2025-06-21 00:00:00","2026-04-26 10:21:56.462",,,,"MAIN"
"cmofmck8k009jlb04li1yw9qy","cmn2ut47z0001jy04jtgmlsti",,"cmofipo0m00k3l2044ypu4lgr","TGH2","Jagung",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2025-06-22 00:00:00","2026-04-26 10:21:56.469",,,,"MAIN"
"cmofmck8r009nlb04od7u5hqj","cmn2ut47z0001jy04jtgmlsti",,"cmofm59rz000vli04z7hhoudk","TGH2","Jagung",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2025-06-22 00:00:00","2026-04-26 10:21:56.476",,,,"MAIN"
"cmofmck8y009rlb04eenatzeq","cmn2ut47z0001jy04jtgmlsti",,"cmofm59s2000wli041rdj168h","TGH2","Jagung",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2025-06-22 00:00:00","2026-04-26 10:21:56.482",,,,"MAIN"
"cmofmck94009vlb04zwuox9rh","cmn2ut47z0001jy04jtgmlsti",,"cmofm59s5000xli043zgfw0cp","TGH2","Jagung",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2025-06-22 00:00:00","2026-04-26 10:21:56.489",,,,"MAIN"
"cmofmck9b009zlb04iyw3ltdb","cmn2ut47z0001jy04jtgmlsti",,"cmofm59s8000yli04i2a5p5qy","TGH2","Jagung",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2025-06-22 00:00:00","2026-04-26 10:21:56.495",,,,"MAIN"
"cmofmck9h00a3lb04io3wdyac","cmn2ut47z0001jy04jtgmlsti",,"cmofm59sb000zli040xhr51xh","TGH2","Jagung",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2025-06-22 00:00:00","2026-04-26 10:21:56.501",,,,"MAIN"
"cmofmck9n00a7lb041h0usotj","cmmvjyntc0001l704r738ouwy",,"cmofipo2500kol2043rqdp0z6","TGH3","Cabai",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2025-06-30 00:00:00","2026-04-26 10:21:56.508",,,,"MAIN"
"cmofmck9u00ablb043ugbf782","cmmvjyntc0001l704r738ouwy",,"cmofm59sf0010li042uu99vle","TGH3","Cabai",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2025-07-02 00:00:00","2026-04-26 10:21:56.515",,,,"MAIN"
"cmofmcka100aflb04cy084cot","cmn2ut47z0001jy04jtgmlsti",,"cmofm59si0011li04cxt2fz9o","TGH2","Jagung",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2025-07-09 00:00:00","2026-04-26 10:21:56.521",,,,"MAIN"
"cmofmcka700ajlb04afr0x6h4","cmmvjyntc0001l704r738ouwy",,"cmofipor600l9l204k9dr3c33","TGH3","Cabai",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2025-07-11 00:00:00","2026-04-26 10:21:56.527",,,,"MAIN"
"cmofmckad00anlb04d7pllicv","cmmvjyntc0001l704r738ouwy",,"cmofm59sm0012li04fqlhu40y","TGH3","Cabai",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2025-07-11 00:00:00","2026-04-26 10:21:56.533",,,,"MAIN"
"cmofmckaj00arlb04q05au7w7","cmn2ut47z0001jy04jtgmlsti",,"cmofm59sq0013li04z5bpwvg7","TGH2","Padi",,,"Migrated Standalone Demo Plot","DEMO_PLOT_SELESAI","2025-07-10 00:00:00","2026-04-26 10:21:56.54",,,,"MAIN"
